1,USD,AED,"2017-10-21 08:51:28",23
2,USD,AED,"2017-10-21 08:51:28",23
3,USD,AED,"2017-10-21 08:51:28",23
4,USD,AED,"2017-10-21 08:51:28",23
5,USD,AED,"2017-10-21 08:51:28",23
6,USD,AED,"2017-10-21 08:51:28",23
7,USD,AED,"2017-10-21 08:51:28",23
8,USD,AED,"2017-10-21 08:51:28",23
9,USD,AED,"2017-10-21 08:51:28",23
10,USD,AED,"2017-10-21 08:51:28",23
11,USD,AED,"2017-10-21 08:51:28",23
12,USD,AED,"2017-10-21 08:51:28",23
13,USD,AED,"2017-10-21 08:51:28",23
14,USD,AED,"2017-10-21 08:51:28",23
15,USD,AED,"2017-10-21 08:51:28",23
16,USD,AED,"2017-10-21 08:51:28",23
17,USD,AED,"2017-10-21 08:51:28",23
18,USD,AED,"2017-10-21 08:51:28",23
19,USD,AED,"2017-10-21 08:51:28",23
20,USD,AED,"2017-10-21 08:51:28",23
21,USD,AED,"2017-10-21 08:51:28",23
22,USD,AED,"2017-10-21 08:51:28",23
23,USD,AED,"2017-10-21 08:51:28",23
24,USD,AED,"2017-10-21 08:51:28",23
25,USD,AED,"2017-10-21 08:51:28",23
26,USD,AED,"2017-10-21 08:51:28",23
27,USD,AED,"2017-10-21 08:51:28",23
28,USD,AED,"2017-10-21 08:51:28",23
29,USD,AED,"2017-10-21 08:51:28",23
30,USD,AED,"2017-10-21 08:51:28",23
31,USD,AED,"2017-10-21 08:51:28",23
32,USD,AED,"2017-10-21 08:51:28",23
33,USD,AED,"2017-10-21 08:51:28",23
34,USD,AED,"2017-10-21 08:51:28",23
35,USD,AED,"2017-10-21 08:51:28",23
36,USD,AED,"2017-10-21 08:51:28",23
37,USD,AED,"2017-10-21 08:51:28",23
38,USD,AED,"2017-10-21 08:51:28",23
39,USD,AED,"2017-10-21 08:51:28",23
40,USD,AED,"2017-10-21 08:51:28",23
41,USD,AED,"2017-10-21 08:51:28",23
42,USD,AED,"2017-10-21 08:51:28",23
43,USD,AED,"2017-10-21 08:51:28",23
44,USD,AED,"2017-10-21 08:51:28",23
45,USD,AED,"2017-10-21 08:51:28",23
46,USD,AED,"2017-10-21 08:51:28",23
47,USD,AED,"2017-10-21 08:51:28",23
48,USD,AED,"2017-10-21 08:51:28",23
49,USD,AED,"2017-10-21 08:51:28",23
50,USD,AED,"2017-10-21 08:51:28",23
51,USD,AED,"2017-10-21 08:51:28",23
52,USD,AED,"2017-10-21 08:51:28",23
53,USD,AED,"2017-10-21 08:51:28",23
54,USD,AED,"2017-10-21 08:51:28",23
55,USD,AED,"2017-10-21 08:51:28",23
56,USD,AED,"2017-10-21 08:51:28",23
57,USD,AED,"2017-10-21 08:51:28",23
58,USD,AED,"2017-10-21 08:51:28",23
59,USD,AED,"2017-10-21 08:51:28",23
60,USD,AED,"2017-10-21 08:51:28",23
61,USD,AED,"2017-10-21 08:51:28",23
62,USD,AED,"2017-10-21 08:51:28",23
63,USD,AED,"2017-10-21 08:51:28",23
64,USD,AED,"2017-10-21 08:51:28",23
65,USD,AED,"2017-10-21 08:51:28",23
66,USD,AED,"2017-10-21 08:51:28",23
67,USD,AED,"2017-10-21 08:51:28",23
68,USD,AED,"2017-10-21 08:51:28",23
69,USD,AED,"2017-10-21 08:51:28",23
70,USD,AED,"2017-10-21 08:51:28",23
71,USD,AED,"2017-10-21 08:51:28",23
72,USD,AED,"2017-10-21 08:51:28",23
73,USD,AED,"2017-10-21 08:51:28",23
74,USD,AED,"2017-10-21 08:51:28",23
75,USD,AED,"2017-10-21 08:51:28",23
76,USD,AED,"2017-10-21 08:51:28",23
77,USD,AED,"2017-10-21 08:51:28",23
78,USD,AED,"2017-10-21 08:51:28",23
79,USD,AED,"2017-10-21 08:51:28",23
80,USD,AED,"2017-10-21 08:51:28",23
81,USD,AED,"2017-10-21 08:51:28",23
82,USD,AED,"2017-10-21 08:51:28",23
83,USD,AED,"2017-10-21 08:51:28",23
84,USD,AED,"2017-10-21 08:51:28",23
85,USD,AED,"2017-10-21 08:51:28",23
86,USD,AED,"2017-10-21 08:51:28",23
87,USD,AED,"2017-10-21 08:51:28",23
88,USD,AED,"2017-10-21 08:51:28",23
89,USD,AED,"2017-10-21 08:51:28",23
90,USD,AED,"2017-10-21 08:51:28",23
91,USD,AED,"2017-10-21 08:51:28",23
92,USD,AED,"2017-10-21 08:51:28",23
93,USD,AED,"2017-10-21 08:51:28",23
94,USD,AED,"2017-10-21 08:51:28",23
95,USD,AED,"2017-10-21 08:51:28",23
96,USD,AED,"2017-10-21 08:51:28",23
97,USD,AED,"2017-10-21 08:51:28",23
98,USD,AED,"2017-10-21 08:51:28",23
99,USD,AED,"2017-10-21 08:51:28",23
100,USD,AED,"2017-10-21 08:51:28",23
101,USD,AED,"2017-10-21 08:51:28",23
102,USD,AED,"2017-10-21 08:51:28",23
103,USD,AED,"2017-10-21 08:51:28",23
104,USD,AED,"2017-10-21 08:51:28",23
105,USD,AED,"2017-10-21 08:51:28",23
106,USD,AED,"2017-10-21 08:51:28",23
107,USD,AED,"2017-10-21 08:51:28",23
108,USD,AED,"2017-10-21 08:51:28",23
109,USD,AED,"2017-10-21 08:51:28",23
110,USD,AED,"2017-10-21 08:51:28",23
111,USD,AED,"2017-10-21 08:51:28",23
112,USD,AED,"2017-10-21 08:51:28",23
113,USD,AED,"2017-10-21 08:51:28",23
114,USD,AED,"2017-10-21 08:51:28",23
115,USD,AED,"2017-10-21 08:51:28",23
116,USD,AED,"2017-10-21 08:51:28",23
117,USD,AED,"2017-10-21 08:51:28",23
118,USD,AED,"2017-10-21 08:51:28",23
119,USD,AED,"2017-10-21 08:51:28",23
120,USD,AED,"2017-10-21 08:51:28",23
121,USD,AED,"2017-10-21 08:51:28",23
122,USD,AED,"2017-10-21 08:51:28",23
123,USD,AED,"2017-10-21 08:51:28",23
124,USD,AED,"2017-10-21 08:51:28",23
